gene_id,sample_id,mutation_type
Gene_0254,Patient_039,missense
Gene_0254,Patient_076,missense
Gene_0255,Patient_187,nonsense
Gene_0255,Patient_162,missense
Gene_0255,Patient_073,nonsense
Gene_0255,Patient_094,frameshift
Gene_0255,Patient_054,nonsense
Gene_0255,Patient_169,nonsense
Gene_0255,Patient_140,nonsense
Gene_0255,Patient_028,missense
Gene_0255,Patient_037,missense
Gene_0255,Patient_158,frameshift
Gene_0256,Patient_180,missense
Gene_0256,Patient_074,missense
Gene_0256,Patient_096,frameshift
Gene_0256,Patient_121,frameshift
Gene_0256,Patient_198,frameshift
Gene_0256,Patient_035,missense
Gene_0256,Patient_120,nonsense
Gene_0256,Patient_011,nonsense
Gene_0256,Patient_103,nonsense
Gene_0256,Patient_016,frameshift
Gene_0257,Patient_191,nonsense
Gene_0257,Patient_119,frameshift
Gene_0257,Patient_112,missense
Gene_0257,Patient_005,frameshift
Gene_0257,Patient_000,missense
Gene_0257,Patient_007,missense
Gene_0257,Patient_002,nonsense
Gene_0257,Patient_093,missense
Gene_0257,Patient_074,nonsense
Gene_0257,Patient_068,frameshift
Gene_0258,Patient_014,missense
Gene_0258,Patient_186,frameshift
Gene_0258,Patient_138,nonsense
Gene_0258,Patient_127,missense
Gene_0258,Patient_143,missense
Gene_0258,Patient_197,frameshift
Gene_0258,Patient_059,nonsense
Gene_0258,Patient_190,nonsense
Gene_0258,Patient_069,nonsense
Gene_0258,Patient_180,frameshift
Gene_0259,Patient_019,missense
Gene_0259,Patient_069,frameshift
Gene_0259,Patient_015,frameshift
Gene_0259,Patient_121,nonsense
Gene_0259,Patient_155,frameshift
Gene_0259,Patient_190,frameshift
Gene_0259,Patient_022,frameshift
Gene_0259,Patient_170,frameshift
Gene_0259,Patient_176,frameshift
Gene_0259,Patient_050,frameshift
Gene_0260,Patient_159,nonsense
Gene_0260,Patient_028,frameshift
Gene_0260,Patient_023,nonsense
Gene_0260,Patient_091,missense
Gene_0260,Patient_192,missense
Gene_0260,Patient_107,missense
Gene_0260,Patient_008,nonsense
Gene_0260,Patient_012,frameshift
Gene_0260,Patient_197,nonsense
Gene_0260,Patient_181,missense
Gene_0261,Patient_146,frameshift
Gene_0261,Patient_180,missense
Gene_0261,Patient_088,nonsense
Gene_0261,Patient_175,nonsense
Gene_0261,Patient_069,frameshift
Gene_0261,Patient_171,frameshift
Gene_0261,Patient_021,nonsense
Gene_0261,Patient_155,nonsense
Gene_0261,Patient_002,missense
Gene_0261,Patient_004,nonsense
Gene_0262,Patient_146,frameshift
Gene_0262,Patient_038,nonsense
Gene_0262,Patient_143,missense
Gene_0262,Patient_141,nonsense
Gene_0262,Patient_169,frameshift
Gene_0262,Patient_125,frameshift
Gene_0262,Patient_012,nonsense
Gene_0262,Patient_066,missense
Gene_0262,Patient_070,nonsense
Gene_0262,Patient_019,nonsense
Gene_0263,Patient_163,nonsense
Gene_0263,Patient_004,nonsense
Gene_0263,Patient_187,frameshift
Gene_0263,Patient_067,frameshift
Gene_0263,Patient_170,nonsense
Gene_0263,Patient_003,nonsense
Gene_0263,Patient_113,frameshift
Gene_0263,Patient_162,frameshift
Gene_0263,Patient_188,missense
Gene_0263,Patient_195,nonsense
Gene_0264,Patient_176,nonsense
Gene_0264,Patient_069,frameshift
Gene_0264,Patient_043,nonsense
Gene_0264,Patient_073,nonsense
Gene_0264,Patient_113,missense
Gene_0264,Patient_187,missense
Gene_0264,Patient_170,missense
Gene_0264,Patient_166,missense
Gene_0264,Patient_157,nonsense
Gene_0264,Patient_117,missense
Gene_0265,Patient_070,missense
Gene_0265,Patient_098,nonsense
Gene_0265,Patient_048,frameshift
Gene_0265,Patient_181,missense
Gene_0265,Patient_042,frameshift
Gene_0265,Patient_182,missense
Gene_0265,Patient_065,missense
Gene_0265,Patient_060,frameshift
Gene_0265,Patient_171,missense
Gene_0265,Patient_075,missense
Gene_0266,Patient_021,frameshift
Gene_0266,Patient_064,frameshift
Gene_0266,Patient_191,nonsense
Gene_0266,Patient_040,missense
Gene_0266,Patient_137,nonsense
Gene_0266,Patient_173,nonsense
Gene_0266,Patient_068,missense
Gene_0266,Patient_091,nonsense
Gene_0266,Patient_023,nonsense
Gene_0266,Patient_112,missense
Gene_0267,Patient_167,missense
Gene_0267,Patient_053,missense
Gene_0267,Patient_175,missense
Gene_0267,Patient_083,nonsense
Gene_0267,Patient_118,nonsense
Gene_0267,Patient_051,nonsense
Gene_0267,Patient_088,missense
Gene_0267,Patient_107,nonsense
Gene_0267,Patient_040,nonsense
Gene_0267,Patient_063,frameshift
Gene_0268,Patient_127,nonsense
Gene_0268,Patient_150,frameshift
Gene_0268,Patient_176,frameshift
Gene_0268,Patient_143,nonsense
Gene_0268,Patient_171,nonsense
Gene_0268,Patient_083,nonsense
Gene_0268,Patient_145,missense
Gene_0268,Patient_019,frameshift
Gene_0268,Patient_097,frameshift
Gene_0268,Patient_164,frameshift
Gene_0269,Patient_083,nonsense
Gene_0269,Patient_076,missense
Gene_0269,Patient_101,missense
Gene_0269,Patient_042,nonsense
Gene_0269,Patient_006,frameshift
Gene_0269,Patient_119,frameshift
Gene_0269,Patient_045,nonsense
Gene_0269,Patient_190,frameshift
Gene_0269,Patient_054,missense
Gene_0269,Patient_142,missense
Gene_0270,Patient_018,missense
Gene_0270,Patient_179,frameshift
Gene_0270,Patient_196,nonsense
Gene_0270,Patient_187,missense
Gene_0270,Patient_023,frameshift
Gene_0270,Patient_157,missense
Gene_0270,Patient_181,nonsense
Gene_0270,Patient_165,missense
Gene_0270,Patient_178,frameshift
Gene_0270,Patient_000,frameshift
Gene_0271,Patient_109,missense
Gene_0271,Patient_101,frameshift
Gene_0271,Patient_117,nonsense
Gene_0271,Patient_052,frameshift
Gene_0271,Patient_053,frameshift
Gene_0271,Patient_138,missense
Gene_0271,Patient_181,missense
Gene_0271,Patient_185,frameshift
Gene_0271,Patient_042,frameshift
Gene_0271,Patient_130,nonsense
Gene_0272,Patient_051,missense
Gene_0272,Patient_068,missense
Gene_0272,Patient_117,missense
Gene_0272,Patient_034,nonsense
Gene_0272,Patient_012,nonsense
Gene_0272,Patient_194,frameshift
Gene_0272,Patient_031,frameshift
Gene_0272,Patient_162,frameshift
Gene_0272,Patient_077,nonsense
Gene_0272,Patient_127,nonsense
Gene_0273,Patient_003,nonsense
Gene_0273,Patient_133,nonsense
Gene_0273,Patient_008,missense
Gene_0273,Patient_134,frameshift
Gene_0273,Patient_050,frameshift
Gene_0273,Patient_097,frameshift
Gene_0273,Patient_011,frameshift
Gene_0273,Patient_170,missense
Gene_0273,Patient_035,missense
Gene_0273,Patient_111,missense
Gene_0274,Patient_111,frameshift
Gene_0274,Patient_119,frameshift
Gene_0274,Patient_059,nonsense
Gene_0274,Patient_121,nonsense
Gene_0274,Patient_176,nonsense
Gene_0274,Patient_077,frameshift
Gene_0274,Patient_142,nonsense
Gene_0274,Patient_084,frameshift
Gene_0274,Patient_072,nonsense
Gene_0274,Patient_100,nonsense
Gene_0275,Patient_118,missense
Gene_0275,Patient_171,frameshift
Gene_0275,Patient_048,missense
Gene_0275,Patient_014,frameshift
Gene_0275,Patient_093,frameshift
Gene_0275,Patient_054,missense
Gene_0275,Patient_074,frameshift
Gene_0275,Patient_068,nonsense
Gene_0275,Patient_109,missense
Gene_0275,Patient_032,missense
Gene_0276,Patient_033,frameshift
Gene_0276,Patient_048,frameshift
Gene_0276,Patient_034,missense
Gene_0276,Patient_070,frameshift
Gene_0276,Patient_160,frameshift
Gene_0276,Patient_163,frameshift
Gene_0276,Patient_100,nonsense
Gene_0276,Patient_105,missense
Gene_0276,Patient_095,nonsense
Gene_0276,Patient_079,missense
Gene_0277,Patient_121,frameshift
Gene_0277,Patient_129,frameshift
Gene_0277,Patient_028,missense
Gene_0277,Patient_011,frameshift
Gene_0277,Patient_155,frameshift
Gene_0277,Patient_135,missense
Gene_0277,Patient_016,missense
Gene_0277,Patient_166,missense
Gene_0277,Patient_171,missense
Gene_0277,Patient_124,missense
Gene_0278,Patient_026,frameshift
Gene_0278,Patient_199,frameshift
Gene_0278,Patient_086,missense
Gene_0278,Patient_177,frameshift
Gene_0278,Patient_155,frameshift
Gene_0278,Patient_153,frameshift
Gene_0278,Patient_172,frameshift
Gene_0278,Patient_128,missense
Gene_0278,Patient_181,missense
Gene_0278,Patient_133,missense
Gene_0279,Patient_114,frameshift
Gene_0279,Patient_099,nonsense
Gene_0279,Patient_188,nonsense
Gene_0279,Patient_159,nonsense
Gene_0279,Patient_092,frameshift
Gene_0279,Patient_100,missense
Gene_0279,Patient_000,frameshift
Gene_0279,Patient_004,nonsense
Gene_0279,Patient_001,missense
Gene_0279,Patient_061,frameshift
Gene_0280,Patient_004,frameshift
Gene_0280,Patient_017,nonsense
Gene_0280,Patient_109,nonsense
Gene_0280,Patient_060,frameshift
Gene_0280,Patient_126,frameshift
Gene_0280,Patient_005,frameshift
Gene_0280,Patient_051,missense
Gene_0280,Patient_140,frameshift
Gene_0280,Patient_198,nonsense
Gene_0280,Patient_057,frameshift
Gene_0281,Patient_011,missense
Gene_0281,Patient_134,nonsense
Gene_0281,Patient_178,frameshift
Gene_0281,Patient_028,nonsense
Gene_0281,Patient_183,missense
Gene_0281,Patient_025,missense
Gene_0281,Patient_004,frameshift
Gene_0281,Patient_073,missense
Gene_0281,Patient_083,frameshift
Gene_0281,Patient_101,frameshift
Gene_0282,Patient_002,missense
Gene_0282,Patient_115,missense
Gene_0282,Patient_146,frameshift
Gene_0282,Patient_074,missense
Gene_0282,Patient_171,frameshift
Gene_0282,Patient_014,missense
Gene_0282,Patient_157,nonsense
Gene_0282,Patient_058,frameshift
Gene_0282,Patient_149,frameshift
Gene_0282,Patient_199,nonsense
Gene_0283,Patient_031,missense
Gene_0283,Patient_023,frameshift
Gene_0283,Patient_191,missense
Gene_0283,Patient_094,missense
Gene_0283,Patient_121,nonsense
Gene_0283,Patient_157,missense
Gene_0283,Patient_008,missense
Gene_0283,Patient_006,frameshift
Gene_0283,Patient_063,frameshift
Gene_0283,Patient_048,frameshift
Gene_0284,Patient_158,missense
Gene_0284,Patient_051,frameshift
Gene_0284,Patient_005,nonsense
Gene_0284,Patient_165,frameshift
Gene_0284,Patient_196,missense
Gene_0284,Patient_143,frameshift
Gene_0284,Patient_007,missense
Gene_0284,Patient_195,frameshift
Gene_0284,Patient_037,frameshift
Gene_0284,Patient_109,frameshift
Gene_0284,Patient_074,missense
Gene_0284,Patient_164,missense
Gene_0284,Patient_032,nonsense
Gene_0284,Patient_154,missense
Gene_0284,Patient_034,missense
Gene_0284,Patient_054,frameshift
Gene_0284,Patient_023,frameshift
Gene_0284,Patient_001,missense
Gene_0284,Patient_108,missense
Gene_0284,Patient_079,nonsense
Gene_0284,Patient_153,nonsense
Gene_0284,Patient_148,nonsense
Gene_0284,Patient_133,missense
Gene_0284,Patient_049,nonsense
Gene_0284,Patient_121,missense
Gene_0284,Patient_040,nonsense
Gene_0284,Patient_167,nonsense
Gene_0284,Patient_043,missense
Gene_0284,Patient_015,missense
Gene_0284,Patient_157,frameshift
Gene_0284,Patient_016,missense
Gene_0284,Patient_056,nonsense
Gene_0284,Patient_110,nonsense
Gene_0284,Patient_029,missense
Gene_0284,Patient_009,frameshift
Gene_0284,Patient_082,missense
Gene_0284,Patient_102,frameshift
Gene_0284,Patient_077,nonsense
Gene_0284,Patient_139,frameshift
Gene_0284,Patient_086,nonsense
Gene_0285,Patient_057,nonsense
Gene_0285,Patient_049,frameshift
Gene_0285,Patient_032,missense
Gene_0285,Patient_088,missense
Gene_0285,Patient_074,nonsense
Gene_0285,Patient_042,missense
Gene_0285,Patient_099,frameshift
Gene_0285,Patient_128,missense
Gene_0285,Patient_159,missense
Gene_0285,Patient_165,missense
Gene_0286,Patient_034,nonsense
Gene_0286,Patient_145,nonsense
Gene_0286,Patient_139,frameshift
Gene_0286,Patient_022,frameshift
Gene_0286,Patient_088,nonsense
Gene_0286,Patient_170,missense
Gene_0286,Patient_121,missense
Gene_0286,Patient_151,nonsense
Gene_0286,Patient_043,missense
Gene_0286,Patient_194,nonsense
Gene_0287,Patient_156,frameshift
Gene_0287,Patient_196,missense
Gene_0287,Patient_180,missense
Gene_0287,Patient_181,nonsense
Gene_0287,Patient_125,frameshift
Gene_0287,Patient_106,nonsense
Gene_0287,Patient_047,missense
Gene_0287,Patient_036,missense
Gene_0287,Patient_128,frameshift
Gene_0287,Patient_161,frameshift
Gene_0288,Patient_161,frameshift
Gene_0288,Patient_064,missense
Gene_0288,Patient_156,missense
Gene_0288,Patient_189,frameshift
Gene_0288,Patient_094,nonsense
Gene_0288,Patient_123,frameshift
Gene_0288,Patient_154,missense
Gene_0288,Patient_059,frameshift
Gene_0288,Patient_055,frameshift
Gene_0288,Patient_116,frameshift
Gene_0289,Patient_112,nonsense
Gene_0289,Patient_152,missense
Gene_0289,Patient_015,missense
Gene_0289,Patient_040,nonsense
Gene_0289,Patient_155,missense
Gene_0289,Patient_153,frameshift
Gene_0289,Patient_000,frameshift
Gene_0289,Patient_150,missense
Gene_0289,Patient_023,frameshift
Gene_0289,Patient_031,frameshift
Gene_0290,Patient_150,frameshift
Gene_0290,Patient_104,frameshift
Gene_0290,Patient_171,missense
Gene_0290,Patient_123,nonsense
Gene_0290,Patient_136,frameshift
Gene_0290,Patient_100,nonsense
Gene_0290,Patient_117,frameshift
Gene_0290,Patient_131,frameshift
Gene_0290,Patient_077,frameshift
Gene_0290,Patient_167,nonsense
Gene_0290,Patient_022,frameshift
Gene_0290,Patient_060,missense
Gene_0290,Patient_058,missense
Gene_0290,Patient_140,frameshift
Gene_0290,Patient_126,frameshift
Gene_0290,Patient_164,nonsense
Gene_0290,Patient_084,frameshift
Gene_0290,Patient_145,frameshift
Gene_0290,Patient_027,missense
Gene_0290,Patient_053,missense
Gene_0290,Patient_095,nonsense
Gene_0290,Patient_052,frameshift
Gene_0290,Patient_125,nonsense
Gene_0290,Patient_045,missense
Gene_0290,Patient_082,frameshift
Gene_0290,Patient_163,frameshift
Gene_0290,Patient_091,nonsense
Gene_0290,Patient_169,nonsense
Gene_0290,Patient_102,nonsense
Gene_0290,Patient_097,missense
Gene_0290,Patient_016,missense
Gene_0290,Patient_192,frameshift
Gene_0290,Patient_038,frameshift
Gene_0290,Patient_073,nonsense
Gene_0290,Patient_076,frameshift
Gene_0290,Patient_175,missense
Gene_0290,Patient_152,frameshift
Gene_0290,Patient_017,missense
Gene_0290,Patient_199,missense
Gene_0290,Patient_094,missense
Gene_0291,Patient_000,missense
Gene_0291,Patient_064,missense
Gene_0291,Patient_085,frameshift
Gene_0291,Patient_183,nonsense
Gene_0291,Patient_071,missense
Gene_0291,Patient_153,frameshift
Gene_0291,Patient_095,missense
Gene_0291,Patient_179,nonsense
Gene_0291,Patient_181,missense
Gene_0291,Patient_101,frameshift
Gene_0292,Patient_043,missense
Gene_0292,Patient_033,frameshift
Gene_0292,Patient_165,missense
Gene_0292,Patient_177,frameshift
Gene_0292,Patient_183,nonsense
Gene_0292,Patient_146,frameshift
Gene_0292,Patient_145,nonsense
Gene_0292,Patient_108,frameshift
Gene_0292,Patient_010,frameshift
Gene_0292,Patient_041,missense
Gene_0293,Patient_173,nonsense
Gene_0293,Patient_062,nonsense
Gene_0293,Patient_081,nonsense
Gene_0293,Patient_019,missense
Gene_0293,Patient_196,nonsense
Gene_0293,Patient_052,missense
Gene_0293,Patient_057,nonsense
Gene_0293,Patient_133,missense
Gene_0293,Patient_171,nonsense
Gene_0293,Patient_067,frameshift
Gene_0294,Patient_094,nonsense
Gene_0294,Patient_043,frameshift
Gene_0294,Patient_121,missense
Gene_0294,Patient_109,nonsense
Gene_0294,Patient_069,frameshift
Gene_0294,Patient_135,missense
Gene_0294,Patient_006,frameshift
Gene_0294,Patient_122,frameshift
Gene_0294,Patient_011,missense
Gene_0294,Patient_194,frameshift
Gene_0295,Patient_062,missense
Gene_0295,Patient_068,nonsense
Gene_0295,Patient_124,frameshift
Gene_0295,Patient_129,nonsense
Gene_0295,Patient_191,frameshift
Gene_0295,Patient_146,missense
Gene_0295,Patient_070,missense
Gene_0295,Patient_076,nonsense
Gene_0295,Patient_081,nonsense
Gene_0295,Patient_002,frameshift
Gene_0296,Patient_030,missense
Gene_0296,Patient_154,missense
Gene_0296,Patient_078,nonsense
Gene_0296,Patient_088,nonsense
Gene_0296,Patient_149,missense
Gene_0296,Patient_186,nonsense
Gene_0296,Patient_162,frameshift
Gene_0296,Patient_155,missense
Gene_0296,Patient_017,nonsense
Gene_0296,Patient_170,nonsense
Gene_0297,Patient_120,missense
Gene_0297,Patient_028,missense
Gene_0297,Patient_144,nonsense
Gene_0297,Patient_197,missense
Gene_0297,Patient_057,nonsense
Gene_0297,Patient_155,frameshift
Gene_0297,Patient_118,missense
Gene_0297,Patient_184,frameshift
Gene_0297,Patient_135,missense
Gene_0297,Patient_021,frameshift
Gene_0298,Patient_187,nonsense
Gene_0298,Patient_125,missense
Gene_0298,Patient_003,nonsense
Gene_0298,Patient_096,nonsense
Gene_0298,Patient_156,frameshift
Gene_0298,Patient_095,nonsense
Gene_0298,Patient_130,frameshift
Gene_0298,Patient_015,frameshift
Gene_0298,Patient_104,frameshift
Gene_0298,Patient_170,frameshift
Gene_0299,Patient_091,frameshift
Gene_0299,Patient_012,missense
Gene_0299,Patient_033,frameshift
Gene_0299,Patient_186,missense
Gene_0299,Patient_002,nonsense
Gene_0299,Patient_078,frameshift
Gene_0299,Patient_194,nonsense
Gene_0299,Patient_057,frameshift
Gene_0299,Patient_102,missense
Gene_0299,Patient_183,frameshift
Gene_0300,Patient_065,nonsense
Gene_0300,Patient_183,missense
Gene_0300,Patient_028,missense
Gene_0300,Patient_182,missense
Gene_0300,Patient_168,nonsense
Gene_0300,Patient_152,frameshift
Gene_0300,Patient_109,nonsense
Gene_0300,Patient_008,nonsense
Gene_0300,Patient_098,nonsense
Gene_0300,Patient_162,nonsense
Gene_0301,Patient_041,missense
Gene_0301,Patient_147,nonsense
Gene_0301,Patient_164,missense
Gene_0301,Patient_092,frameshift
Gene_0301,Patient_124,missense
Gene_0301,Patient_141,frameshift
Gene_0301,Patient_195,missense
Gene_0301,Patient_060,nonsense
Gene_0301,Patient_127,missense
Gene_0301,Patient_191,frameshift
Gene_0302,Patient_168,missense
Gene_0302,Patient_093,nonsense
Gene_0302,Patient_154,frameshift
Gene_0302,Patient_054,frameshift
Gene_0302,Patient_081,nonsense
Gene_0302,Patient_036,missense
Gene_0302,Patient_195,nonsense
Gene_0302,Patient_111,missense
Gene_0302,Patient_151,frameshift
Gene_0302,Patient_120,frameshift
Gene_0303,Patient_181,frameshift
Gene_0303,Patient_060,missense
Gene_0303,Patient_027,frameshift
Gene_0303,Patient_096,missense
Gene_0303,Patient_084,nonsense
Gene_0303,Patient_063,nonsense
Gene_0303,Patient_154,nonsense
Gene_0303,Patient_183,missense
Gene_0303,Patient_175,nonsense
Gene_0303,Patient_158,missense
Gene_0304,Patient_039,frameshift
Gene_0304,Patient_032,nonsense
Gene_0304,Patient_157,frameshift
Gene_0304,Patient_057,nonsense
Gene_0304,Patient_148,frameshift
Gene_0304,Patient_188,nonsense
Gene_0304,Patient_170,frameshift
Gene_0304,Patient_090,nonsense
Gene_0304,Patient_100,frameshift
Gene_0304,Patient_177,frameshift
Gene_0305,Patient_196,frameshift
Gene_0305,Patient_111,nonsense
Gene_0305,Patient_042,missense
Gene_0305,Patient_024,nonsense
Gene_0305,Patient_001,frameshift
Gene_0305,Patient_027,nonsense
Gene_0305,Patient_086,frameshift
Gene_0305,Patient_088,nonsense
Gene_0305,Patient_158,nonsense
Gene_0305,Patient_058,nonsense
Gene_0306,Patient_121,nonsense
Gene_0306,Patient_130,missense
Gene_0306,Patient_048,missense
Gene_0306,Patient_010,frameshift
Gene_0306,Patient_176,frameshift
Gene_0306,Patient_112,missense
Gene_0306,Patient_054,nonsense
Gene_0306,Patient_107,nonsense
Gene_0306,Patient_116,frameshift
Gene_0306,Patient_081,frameshift
Gene_0307,Patient_106,nonsense
Gene_0307,Patient_131,missense
Gene_0307,Patient_059,nonsense
Gene_0307,Patient_066,missense
Gene_0307,Patient_148,frameshift
Gene_0307,Patient_029,nonsense
Gene_0307,Patient_162,frameshift
Gene_0307,Patient_004,nonsense
Gene_0307,Patient_027,nonsense
Gene_0307,Patient_129,nonsense
Gene_0307,Patient_146,frameshift
Gene_0307,Patient_137,nonsense
Gene_0307,Patient_150,nonsense
Gene_0307,Patient_177,missense
Gene_0307,Patient_157,nonsense
Gene_0307,Patient_133,missense
Gene_0307,Patient_067,frameshift
Gene_0307,Patient_018,missense
Gene_0307,Patient_121,nonsense
Gene_0307,Patient_154,frameshift
Gene_0307,Patient_074,missense
Gene_0307,Patient_176,frameshift
Gene_0307,Patient_084,nonsense
Gene_0307,Patient_124,nonsense
Gene_0307,Patient_167,nonsense
Gene_0307,Patient_011,missense
Gene_0307,Patient_015,missense
Gene_0307,Patient_056,nonsense
Gene_0307,Patient_183,missense
Gene_0307,Patient_055,nonsense
Gene_0307,Patient_184,nonsense
Gene_0307,Patient_107,nonsense
Gene_0307,Patient_098,frameshift
Gene_0307,Patient_077,missense
Gene_0307,Patient_114,nonsense
Gene_0307,Patient_025,nonsense
Gene_0307,Patient_186,frameshift
Gene_0307,Patient_054,missense
Gene_0307,Patient_117,missense
Gene_0307,Patient_153,nonsense
Gene_0308,Patient_145,nonsense
Gene_0308,Patient_031,frameshift
Gene_0308,Patient_012,nonsense
Gene_0308,Patient_010,missense
Gene_0308,Patient_036,nonsense
Gene_0308,Patient_158,missense
Gene_0308,Patient_159,nonsense
Gene_0308,Patient_164,missense
Gene_0308,Patient_067,missense
Gene_0308,Patient_086,missense
Gene_0309,Patient_158,frameshift
Gene_0309,Patient_136,frameshift
Gene_0309,Patient_186,missense
Gene_0309,Patient_163,missense
Gene_0309,Patient_059,missense
Gene_0309,Patient_113,missense
Gene_0309,Patient_149,missense
Gene_0309,Patient_090,frameshift
Gene_0309,Patient_131,frameshift
Gene_0309,Patient_037,frameshift
Gene_0310,Patient_049,nonsense
Gene_0310,Patient_007,nonsense
Gene_0310,Patient_189,frameshift
Gene_0310,Patient_128,missense
Gene_0310,Patient_135,nonsense
Gene_0310,Patient_197,frameshift
Gene_0310,Patient_082,frameshift
Gene_0310,Patient_130,missense
Gene_0310,Patient_079,missense
Gene_0310,Patient_156,missense
Gene_0311,Patient_012,frameshift
Gene_0311,Patient_021,nonsense
Gene_0311,Patient_118,missense
Gene_0311,Patient_140,frameshift
Gene_0311,Patient_039,nonsense
Gene_0311,Patient_101,missense
Gene_0311,Patient_104,frameshift
Gene_0311,Patient_143,frameshift
Gene_0311,Patient_187,nonsense
Gene_0311,Patient_038,missense
Gene_0312,Patient_170,missense
Gene_0312,Patient_155,nonsense
Gene_0312,Patient_177,nonsense
Gene_0312,Patient_068,nonsense
Gene_0312,Patient_066,missense
Gene_0312,Patient_178,missense
Gene_0312,Patient_058,missense
Gene_0312,Patient_027,nonsense
Gene_0312,Patient_024,frameshift
Gene_0312,Patient_154,nonsense
Gene_0313,Patient_127,nonsense
Gene_0313,Patient_175,missense
Gene_0313,Patient_125,frameshift
Gene_0313,Patient_076,frameshift
Gene_0313,Patient_100,nonsense
Gene_0313,Patient_072,missense
Gene_0313,Patient_193,missense
Gene_0313,Patient_051,missense
Gene_0313,Patient_180,nonsense
Gene_0313,Patient_182,missense
Gene_0313,Patient_011,missense
Gene_0313,Patient_196,nonsense
Gene_0313,Patient_171,nonsense
Gene_0313,Patient_106,frameshift
Gene_0313,Patient_176,missense
Gene_0313,Patient_184,missense
Gene_0313,Patient_047,missense
Gene_0313,Patient_016,frameshift
Gene_0313,Patient_118,nonsense
Gene_0313,Patient_061,frameshift
Gene_0313,Patient_077,missense
Gene_0313,Patient_049,missense
Gene_0313,Patient_019,nonsense
Gene_0313,Patient_197,missense
Gene_0313,Patient_050,frameshift
Gene_0313,Patient_089,nonsense
Gene_0313,Patient_021,missense
Gene_0313,Patient_030,missense
Gene_0313,Patient_126,missense
Gene_0313,Patient_170,frameshift
Gene_0313,Patient_055,frameshift
Gene_0313,Patient_189,frameshift
Gene_0313,Patient_067,missense
Gene_0313,Patient_153,nonsense
Gene_0313,Patient_161,nonsense
Gene_0313,Patient_081,nonsense
Gene_0313,Patient_039,nonsense
Gene_0313,Patient_178,frameshift
Gene_0313,Patient_063,nonsense
Gene_0313,Patient_023,missense
Gene_0314,Patient_028,frameshift
Gene_0314,Patient_131,nonsense
Gene_0314,Patient_136,nonsense
Gene_0314,Patient_167,missense
Gene_0314,Patient_037,nonsense
Gene_0314,Patient_177,frameshift
Gene_0314,Patient_114,nonsense
Gene_0314,Patient_115,nonsense
Gene_0314,Patient_195,frameshift
Gene_0314,Patient_052,nonsense
Gene_0315,Patient_184,frameshift
Gene_0315,Patient_110,missense
Gene_0315,Patient_097,frameshift
Gene_0315,Patient_186,frameshift
Gene_0315,Patient_157,frameshift
Gene_0315,Patient_137,nonsense
Gene_0315,Patient_071,frameshift
Gene_0315,Patient_117,nonsense
Gene_0315,Patient_070,missense
Gene_0315,Patient_191,frameshift
Gene_0315,Patient_100,nonsense
Gene_0315,Patient_147,frameshift
Gene_0315,Patient_050,frameshift
Gene_0315,Patient_010,nonsense
Gene_0315,Patient_189,missense
Gene_0315,Patient_021,nonsense
Gene_0315,Patient_009,frameshift
Gene_0315,Patient_078,nonsense
Gene_0315,Patient_040,frameshift
Gene_0315,Patient_037,nonsense
Gene_0315,Patient_014,frameshift
Gene_0315,Patient_136,frameshift
Gene_0315,Patient_095,frameshift
Gene_0315,Patient_161,frameshift
Gene_0315,Patient_018,nonsense
Gene_0315,Patient_033,frameshift
Gene_0315,Patient_034,nonsense
Gene_0315,Patient_104,missense
Gene_0315,Patient_092,missense
Gene_0315,Patient_148,nonsense
Gene_0315,Patient_196,missense
Gene_0315,Patient_083,frameshift
Gene_0315,Patient_072,nonsense
Gene_0315,Patient_052,frameshift
Gene_0315,Patient_178,nonsense
Gene_0315,Patient_122,nonsense
Gene_0315,Patient_108,frameshift
Gene_0315,Patient_123,nonsense
Gene_0315,Patient_031,frameshift
Gene_0315,Patient_102,nonsense
Gene_0316,Patient_047,frameshift
Gene_0316,Patient_152,missense
Gene_0316,Patient_084,missense
Gene_0316,Patient_096,frameshift
Gene_0316,Patient_117,nonsense
Gene_0316,Patient_191,nonsense
Gene_0316,Patient_107,missense
Gene_0316,Patient_031,missense
Gene_0316,Patient_166,frameshift
Gene_0316,Patient_063,missense
Gene_0317,Patient_055,missense
Gene_0317,Patient_162,missense
Gene_0317,Patient_068,nonsense
Gene_0317,Patient_092,frameshift
Gene_0317,Patient_032,frameshift
Gene_0317,Patient_065,nonsense
Gene_0317,Patient_153,missense
Gene_0317,Patient_091,frameshift
Gene_0317,Patient_111,missense
Gene_0317,Patient_181,missense
Gene_0318,Patient_009,frameshift
Gene_0318,Patient_196,nonsense
Gene_0318,Patient_020,frameshift
Gene_0318,Patient_095,frameshift
Gene_0318,Patient_100,missense
Gene_0318,Patient_150,frameshift
Gene_0318,Patient_022,nonsense
Gene_0318,Patient_038,nonsense
Gene_0318,Patient_178,missense
Gene_0318,Patient_023,frameshift
Gene_0319,Patient_104,nonsense
Gene_0319,Patient_097,nonsense
Gene_0319,Patient_018,nonsense
Gene_0319,Patient_000,missense
Gene_0319,Patient_064,missense
Gene_0319,Patient_168,frameshift
Gene_0319,Patient_005,nonsense
Gene_0319,Patient_161,nonsense
Gene_0319,Patient_094,frameshift
Gene_0319,Patient_150,frameshift
Gene_0320,Patient_093,missense
Gene_0320,Patient_144,frameshift
Gene_0320,Patient_001,frameshift
Gene_0320,Patient_180,missense
